BARGAINING_WEIGHT,SURVEY_YEAR,gw_f,gw_m,birth,HIEDUC,POVERTY
0.5479369261587778,2006,1.0,1.0,True,102,2692
0.8211497654250428,2006,1.0,1.0,True,122,5001
0.6509949659308946,2006,1.0,1.0,True,122,2912
0.6509949659308946,2006,1.0,1.0,True,122,2912
0.6509949659308946,2006,1.0,1.0,True,122,2912
0.6509949659308946,2006,1.0,0.6,True,122,2912
0.7435567745292427,2006,1.0,0.6,True,122,3892
0.7435567745292427,2006,1.0,1.0,True,122,3892
0.7435567745292427,2006,1.0,1.0,True,122,3892
0.7020086631088743,2006,1.0,1.0,True,122,3492
0.7020086631088743,2006,1.0,1.0,True,122,3492
0.7020086631088743,2006,1.0,1.0,True,122,3492
0.7020086631088743,2006,1.0,1.0,True,122,3492
0.7925182668240541,2006,1.0,1.0,True,132,3897
0.7925182668240541,2006,1.0,1.0,True,132,3897
0.7925182668240541,2006,1.0,1.0,True,132,3897
0.7925182668240541,2006,1.0,1.0,True,132,3897
0.5539674226095994,2006,0.6,0.6,True,102,2862
0.5539674226095994,2006,1.0,1.0,True,102,2862
0.5539674226095994,2006,1.0,1.0,True,102,2862
0.5539674226095994,2006,0.6,0.5,True,102,2862
0.7021586165349245,2006,1.0,1.0,True,122,3497
0.7021586165349245,2006,1.0,1.0,True,122,3497
0.7021586165349245,2006,1.0,0.6,True,122,3497
0.6086346304648242,2006,1.0,1.0,True,102,3382
0.6086346304648242,2006,1.0,1.0,True,102,3382
0.40585767293930186,2006,0.6,1.0,True,92,1763
0.40585767293930186,2006,0.5,1.0,True,92,1763
0.40585767293930186,2006,0.5,1.0,True,92,1763
0.40585767293930186,2006,1.0,0.5,True,92,1763
0.4248799060516686,2006,0.5,0.5,True,72,4991
0.4248799060516686,2006,0.6,0.0,True,72,4991
0.4248799060516686,2006,1.0,1.0,True,72,4991
0.4248799060516686,2006,1.0,1.0,True,72,4991
0.696126793659771,2006,0.5,0.6,True,122,3297
0.696126793659771,2006,0.6,1.0,True,122,3297
0.696126793659771,2006,1.0,1.0,True,122,3297
0.696126793659771,2006,1.0,1.0,True,122,3297
0.7435567745292427,2006,0.6,0.6,True,122,3892
0.7435567745292427,2006,1.0,1.0,True,122,3892
0.5596607452418163,2006,0.6,0.5,True,92,3892
0.5596607452418163,2006,0.6,1.0,True,92,3892
0.5596607452418163,2006,1.0,1.0,True,92,3892
0.5596607452418163,2006,1.0,1.0,True,92,3892
0.5691815665419017,2006,1.0,1.0,True,102,3293
0.5691815665419017,2006,1.0,1.0,True,102,3293
0.5691815665419017,2006,0.0,0.0,True,102,3293
0.5691815665419017,2006,1.0,1.0,True,102,3293
0.7435294329421402,2006,1.0,1.0,True,122,3891
0.7435294329421402,2006,1.0,1.0,True,122,3891
0.648800929068658,2006,0.5,0.5,True,112,1827
0.648800929068658,2006,0.5,0.6,True,112,1827
0.648800929068658,2006,0.5,0.5,True,112,1827
0.726242089051748,2006,0.6,0.5,True,122,3272
0.726242089051748,2006,1.0,1.0,True,122,3272
0.726242089051748,2006,1.0,1.0,True,122,3272
0.6258747040881084,2006,1.0,1.0,True,102,3891
0.6258747040881084,2006,1.0,0.6,True,102,3891
0.6258747040881084,2006,0.6,0.5,True,102,3891
0.29884615886620963,2006,0.6,0.5,True,52,2998
0.29884615886620963,2006,1.0,1.0,True,52,2998
0.41651722930397483,2006,0.6,0.6,True,92,917
0.41651722930397483,2006,1.0,1.0,True,92,917
0.41651722930397483,2006,1.0,1.0,True,92,917
0.41651722930397483,2006,1.0,1.0,True,92,917
0.41651722930397483,2006,0.6,0.6,True,92,917
0.577878223933047,2006,1.0,1.0,True,103,2301
0.577878223933047,2006,1.0,1.0,True,103,2301
0.577878223933047,2006,1.0,0.5,True,103,2301
0.577878223933047,2006,1.0,0.5,True,103,2301
0.7980021383604372,2006,0.6,0.5,True,122,5001
0.8580362049285541,2006,1.0,1.0,True,132,5001
0.79500634097038,2006,1.0,1.0,True,132,4003
0.79500634097038,2006,1.0,1.0,True,132,4003
0.5635086856889483,2006,0.6,1.0,True,92,4001
0.5635086856889483,2006,1.0,1.0,True,92,4001
0.5635086856889483,2006,1.0,1.0,True,92,4001
0.7721396354652628,2006,1.0,1.0,True,122,3931
0.7721396354652628,2006,1.0,1.0,True,122,3931
0.7721396354652628,2006,1.0,1.0,True,122,3931
0.7721396354652628,2006,1.0,1.0,True,122,3931
0.692291627223697,2006,1.0,1.0,True,122,3171
0.692291627223697,2006,0.6,1.0,True,122,3171
0.692291627223697,2006,1.0,1.0,True,122,3171
0.692291627223697,2006,1.0,1.0,True,122,3171
0.692291627223697,2006,1.0,1.0,True,122,3171
0.692291627223697,2006,1.0,1.0,True,122,3171
0.7396828016861776,2006,1.0,1.0,True,122,3751
0.7396828016861776,2006,0.6,1.0,True,122,3751
0.7396828016861776,2006,1.0,1.0,True,122,3751
0.7396828016861776,2006,1.0,1.0,True,122,3751
0.4975236532900668,2006,1.0,1.0,True,92,1312
0.7981638801113886,2006,1.0,1.0,True,122,5008
0.7981638801113886,2006,0.6,0.6,False,122,5008
0.7980021383604372,2006,1.0,0.6,True,122,5001
0.7980021383604372,2006,1.0,0.5,True,122,5001
0.7465526733582913,2006,1.0,1.0,True,122,4002
0.7465526733582913,2006,1.0,1.0,True,122,4002
0.6988496370228245,2006,0.6,0.6,True,122,3387
0.6988496370228245,2006,1.0,1.0,True,122,3387
0.6988496370228245,2006,1.0,1.0,True,122,3387
0.6988496370228245,2006,1.0,1.0,True,122,3387
0.7602579121390608,2006,1.0,1.0,True,132,1551
0.6808764244004477,2006,0.6,0.6,True,122,2801
0.6808764244004477,2006,1.0,1.0,True,122,2801
0.6808764244004477,2006,1.0,1.0,True,122,2801
0.6808764244004477,2006,0.6,0.5,True,122,2801
0.7398484218661563,2006,0.6,0.6,True,122,3757
0.7398484218661563,2006,0.5,0.5,True,122,3757
0.6877498014851197,2006,1.0,1.0,True,112,3892
0.6877498014851197,2006,1.0,1.0,True,112,3892
0.7771681409839897,2006,0.5,0.5,True,112,5001
0.8350255809888597,2006,1.0,1.0,True,132,4812
0.47376589015809717,2006,1.0,1.0,True,93,352
0.3433961977717592,2006,1.0,0.5,True,71,782
0.7979096710491463,2006,1.0,1.0,True,122,4997
0.614031812690945,2006,0.5,0.6,True,102,2597
0.614031812690945,2006,0.6,0.5,True,102,2597
0.614031812690945,2006,1.0,1.0,True,102,2597
0.5813463048009674,2006,0.5,0.5,True,102,2592
0.5813463048009674,2006,0.5,0.6,True,102,2592
0.5813463048009674,2006,0.6,1.0,True,102,2592
0.7435567745292427,2006,1.0,1.0,True,122,3892
0.7435567745292427,2006,1.0,1.0,True,122,3892
0.5344052223431124,2006,1.0,1.0,True,92,3181
0.5344052223431124,2006,0.6,0.6,True,92,3181
0.4707656430060285,2006,0.6,0.5,True,102,1792
0.4707656430060285,2006,1.0,0.6,True,102,1792
0.4707656430060285,2006,1.0,0.6,True,102,1792
0.4707656430060285,2006,0.6,0.6,True,102,1792
0.4707656430060285,2006,1.0,1.0,True,102,1792
0.744946092711077,2006,1.0,1.0,True,112,4812
0.6463598839341745,2006,1.0,1.0,True,112,2591
0.6463598839341745,2006,1.0,1.0,True,112,2591
0.5546725448402631,2006,0.6,0.6,True,92,3751
0.5546725448402631,2006,1.0,1.0,True,92,3751
0.5546725448402631,2006,1.0,1.0,True,92,3751
0.5991860841950594,2006,1.0,0.6,True,103,2181
0.6714896709117107,2006,1.0,1.0,True,122,2502
0.6714896709117107,2006,1.0,1.0,True,122,2502
0.6307641063699504,2006,0.6,0.5,True,102,2255
0.6307641063699504,2006,0.6,0.6,True,102,2255
0.8046010244699986,2006,1.0,1.0,True,133,3181
0.19934655957617323,2006,0.6,0.6,True,52,297
0.19934655957617323,2006,0.6,0.5,True,52,297
0.19934655957617323,2006,0.5,0.6,True,52,297
0.19934655957617323,2006,0.6,0.6,True,52,297
0.7616765596355666,2006,1.0,0.6,True,123,3331
0.5027157348051695,2006,0.6,0.5,True,91,2592
0.5027157348051695,2006,1.0,0.5,True,91,2592
0.5027157348051695,2006,0.5,0.5,True,91,2592
0.5027157348051695,2006,1.0,0.5,True,91,2592
0.2734368830199578,2006,0.6,1.0,True,72,287
0.2734368830199578,2006,0.6,0.6,True,72,287
0.2734368830199578,2006,1.0,1.0,True,72,287
0.4065401665934568,2006,1.0,1.0,True,93,1591
0.4065401665934568,2006,0.6,1.0,True,93,1591
0.4065401665934568,2006,0.5,0.6,True,93,1591
0.4065401665934568,2006,1.0,1.0,True,93,1591
0.45012773969144365,2006,1.0,1.0,True,92,1872
0.45012773969144365,2006,1.0,1.0,True,92,1872
0.48016937159986195,2006,1.0,1.0,True,92,1771
0.48016937159986195,2006,1.0,1.0,True,92,1771
0.5729449413138339,2006,0.6,0.6,True,92,3221
0.5729449413138339,2006,0.6,0.6,True,92,3221
0.7268843213560288,2006,0.6,0.6,True,103,4841
0.6887577050321767,2006,1.0,1.0,True,122,1064
0.44057997257101983,2006,1.0,1.0,True,81,1615
0.44057997257101983,2006,1.0,0.5,True,81,1615
0.4986053102808063,2006,1.0,1.0,True,92,1447
0.7475847827491072,2006,1.0,1.0,True,132,3171
0.7475847827491072,2006,1.0,1.0,True,132,3171
0.7475847827491072,2006,1.0,1.0,True,132,3171
0.7724360192248168,2006,1.0,1.0,True,122,4991
0.7724360192248168,2006,1.0,1.0,True,122,4991
0.4577753836505304,2006,0.6,0.6,True,92,2192
0.4577753836505304,2006,1.0,1.0,True,92,2192
0.4577753836505304,2006,1.0,1.0,True,92,2192
0.3567419655750511,2006,1.0,0.5,True,63,2725
0.44478304682802666,2006,1.0,1.0,True,72,2516
0.32293903322372564,2006,0.5,0.5,True,61,2057
0.13119862881706987,2006,0.6,0.6,True,53,811
0.13119862881706987,2006,0.6,0.5,True,53,811
0.13119862881706987,2006,0.5,1.0,True,53,811
0.13119862881706987,2006,0.5,0.5,True,53,811
0.13119862881706987,2006,0.5,0.5,True,53,811
0.13119862881706987,2006,0.5,0.5,True,53,811
0.13119862881706987,2006,1.0,1.0,True,53,811
0.13119862881706987,2006,1.0,1.0,False,53,811
0.5027812712466558,2006,0.6,0.6,True,102,1533
0.5027812712466558,2006,0.6,0.6,True,102,1533
0.5027812712466558,2006,1.0,0.0,True,102,1533
0.5027812712466558,2006,0.6,0.6,True,102,1533
0.4597510282196228,2006,1.0,1.0,True,92,151
0.21579970870601523,2006,0.6,0.6,True,53,908
0.21579970870601523,2006,1.0,1.0,True,53,908
0.4825178286036487,2006,0.6,1.0,True,101,111
0.4825178286036487,2006,1.0,0.6,True,101,111
0.4825178286036487,2006,1.0,1.0,True,101,111
0.4825178286036487,2006,1.0,1.0,True,101,111
0.7215280961622272,2006,0.5,0.5,True,121,2251
0.7215280961622272,2006,0.5,0.5,True,121,2251
0.4201457572020089,2006,0.5,0.5,True,92,1021
0.4201457572020089,2006,1.0,0.5,True,92,1021
0.4201457572020089,2006,1.0,0.5,True,92,1021
0.4201457572020089,2006,0.5,0.5,True,92,1021
0.4201457572020089,2006,1.0,0.5,True,92,1021
0.49210860388123046,2006,0.6,0.5,True,102,187
0.49210860388123046,2006,1.0,1.0,True,102,187
0.49210860388123046,2006,1.0,1.0,True,102,187
0.5785169743818254,2006,0.6,0.5,True,102,2511
0.5785169743818254,2006,1.0,0.5,True,102,2511
0.3732750427452238,2006,0.5,0.5,True,92,807
0.3732750427452238,2006,0.6,1.0,True,92,807
0.3732750427452238,2006,1.0,1.0,True,92,807
0.3732750427452238,2006,1.0,1.0,True,92,807
0.3732750427452238,2006,1.0,1.0,True,92,807
0.587145600351228,2006,0.5,0.5,True,101,1902
0.587145600351228,2006,1.0,1.0,True,101,1902
0.587145600351228,2006,1.0,1.0,True,101,1902
0.6036110884399805,2006,1.0,1.0,True,102,2187
0.6036110884399805,2006,0.5,1.0,True,102,2187
0.6036110884399805,2006,0.6,1.0,True,102,2187
0.7398484218661563,2006,1.0,1.0,True,122,3757
0.7398484218661563,2006,1.0,1.0,True,122,3757
0.41006252520632785,2006,1.0,1.0,True,81,1897
0.41006252520632785,2006,1.0,1.0,True,81,1897
0.683391750813899,2006,1.0,1.0,True,112,3751
0.683391750813899,2006,1.0,1.0,True,112,3751
0.7166837179169624,2006,1.0,0.6,True,122,1892
0.30422293300352266,2006,0.6,1.0,True,71,791
0.30422293300352266,2006,0.6,0.6,True,71,791
0.30422293300352266,2006,0.6,0.6,True,71,791
0.30422293300352266,2006,1.0,1.0,True,71,791
0.2421015418367221,2006,1.0,1.0,True,62,1061
0.2421015418367221,2006,1.0,1.0,True,62,1061
0.2421015418367221,2006,1.0,1.0,True,62,1061
0.34076393321418147,2006,1.0,1.0,True,92,867
0.34076393321418147,2006,0.6,0.6,True,92,867
0.34076393321418147,2006,0.6,1.0,True,92,867
0.34076393321418147,2006,0.6,1.0,True,92,867
0.34076393321418147,2006,1.0,1.0,True,92,867
0.5095406214429786,2006,0.6,1.0,True,102,883
0.5095406214429786,2006,1.0,1.0,True,102,883
0.5095406214429786,2006,1.0,1.0,True,102,883
0.5095406214429786,2006,1.0,1.0,True,102,883
0.5095406214429786,2006,1.0,1.0,True,102,883
0.6358323354190223,2006,0.6,0.6,True,103,1901
0.6358323354190223,2006,1.0,1.0,True,103,1901
0.6358323354190223,2006,1.0,1.0,True,103,1901
0.6042419484671455,2006,0.6,0.6,True,93,3931
0.39251363931869476,2006,1.0,1.0,True,101,1641
0.39251363931869476,2006,1.0,1.0,True,101,1641
0.39251363931869476,2006,1.0,0.5,True,101,1641
0.39251363931869476,2006,0.6,0.5,True,101,1641
0.39251363931869476,2006,1.0,0.5,True,101,1641
0.39251363931869476,2006,1.0,1.0,True,101,1641
0.39251363931869476,2006,1.0,1.0,True,101,1641
0.550814315713811,2006,0.5,0.5,True,93,2507
0.6718029065524813,2006,0.6,1.0,True,112,3381
0.6718029065524813,2006,0.6,1.0,True,112,3381
0.6718029065524813,2006,1.0,1.0,True,112,3381
0.7723709277468792,2006,1.0,1.0,True,111,5001
0.5068576698810204,2006,0.5,0.5,True,92,2411
0.5068576698810204,2006,0.5,0.5,True,92,2411
0.5068576698810204,2006,0.5,0.5,True,92,2411
0.5068576698810204,2006,0.6,0.6,True,92,2411
0.5068576698810204,2006,0.5,0.5,True,92,2411
0.7156420869011207,2006,0.6,0.6,True,122,5001
0.7156420869011207,2006,1.0,1.0,True,122,5001
0.7156420869011207,2006,1.0,0.5,True,122,5001
0.6141677307450466,2006,0.6,1.0,True,102,2601
0.7985040078290738,2006,0.6,1.0,True,123,4831
0.6179417399760133,2006,0.6,0.6,True,121,1061
0.6179417399760133,2006,0.6,0.6,True,121,1061
0.6179417399760133,2006,1.0,1.0,True,121,1061
0.6179417399760133,2006,0.6,0.6,True,121,1061
0.5352091254392478,2006,0.6,1.0,True,101,2631
0.5352091254392478,2006,1.0,1.0,True,101,2631
0.5352091254392478,2006,1.0,1.0,True,101,2631
0.5352091254392478,2006,1.0,1.0,True,101,2631
0.615020142172795,2006,1.0,0.5,True,123,801
0.615020142172795,2006,0.5,1.0,True,123,801
0.615020142172795,2006,1.0,0.6,True,123,801
0.5009822282396463,2006,0.6,1.0,True,82,3221
0.5009822282396463,2006,0.5,0.5,True,82,3221
0.5009822282396463,2006,0.6,0.5,True,82,3221
0.3356846756212115,2006,1.0,1.0,True,93,517
0.3356846756212115,2006,0.6,1.0,True,93,517
0.3356846756212115,2006,1.0,1.0,True,93,517
0.3356846756212115,2006,1.0,1.0,True,93,517
0.3356846756212115,2006,1.0,0.5,True,93,517
0.17878680199930197,2006,1.0,1.0,True,51,601
0.17878680199930197,2006,0.6,1.0,True,51,601
0.17878680199930197,2006,1.0,1.0,True,51,601
0.47737227237747865,2006,0.5,0.5,True,103,632
0.47737227237747865,2006,0.6,0.6,True,103,632
0.47737227237747865,2006,0.6,0.6,True,103,632
0.11889657117068927,2006,0.6,0.6,True,52,218
0.11889657117068927,2006,0.6,1.0,True,52,218
0.11889657117068927,2006,0.6,1.0,True,52,218
0.11889657117068927,2006,0.6,0.5,True,52,218
0.11889657117068927,2006,0.5,0.5,True,52,218
0.11889657117068927,2006,0.5,0.5,True,52,218
0.11889657117068927,2006,0.5,0.5,True,52,218
0.11889657117068927,2006,0.5,0.5,True,52,218
0.11889657117068927,2006,0.5,1.0,True,52,218
0.11889657117068927,2006,0.5,1.0,True,52,218
0.5393022762362698,2006,0.6,0.5,True,101,2641
0.5393022762362698,2006,1.0,1.0,True,101,2641
0.5393022762362698,2006,0.6,0.6,True,101,2641
0.5393022762362698,2006,1.0,1.0,True,101,2641
0.700054721310905,2006,0.6,0.6,True,123,2187
0.700054721310905,2006,1.0,1.0,True,123,2187
0.7390059826623677,2006,1.0,1.0,True,123,2801
0.6273706786184383,2006,0.6,0.6,True,91,4053
0.6273706786184383,2006,0.6,0.6,False,91,4053
0.5002679693966029,2006,1.0,1.0,True,93,1092
0.5002679693966029,2006,1.0,1.0,False,93,1092
0.307392753072911,2006,1.0,1.0,True,72,1542
0.307392753072911,2006,1.0,1.0,True,72,1542
0.307392753072911,2006,0.6,0.6,True,72,1542
0.3938925781248726,2006,0.6,0.5,True,92,367
0.3938925781248726,2006,0.6,0.5,True,92,367
0.3938925781248726,2006,0.6,0.6,True,92,367
0.5107726205365145,2006,0.5,0.5,True,103,516
0.5107726205365145,2006,0.5,0.5,True,103,516
0.5107726205365145,2006,1.0,1.0,True,103,516
0.19681478952847323,2006,1.0,1.0,True,53,1252
0.19681478952847323,2006,1.0,1.0,True,53,1252
0.19681478952847323,2006,1.0,1.0,True,53,1252
0.5014508901515938,2006,0.6,0.5,True,93,1125
0.22790607650534164,2006,1.0,0.5,True,51,1571
0.22790607650534164,2006,1.0,1.0,True,51,1571
0.22790607650534164,2006,1.0,1.0,True,51,1571
0.22790607650534164,2006,1.0,1.0,True,51,1571
0.22790607650534164,2006,0.5,0.5,True,51,1571
0.22790607650534164,2006,0.5,0.5,True,51,1571
0.22790607650534164,2006,0.6,0.5,True,51,1571
0.4740613873141311,2006,0.5,0.6,True,92,552
0.4410843240018012,2006,1.0,1.0,True,91,865
0.4410843240018012,2006,1.0,1.0,True,91,865
0.3212823228817135,2006,0.6,1.0,True,62,2022
0.5132452925129608,2006,0.6,1.0,True,102,1825
0.5132452925129608,2006,0.5,0.6,True,102,1825
0.5132452925129608,2006,1.0,0.6,True,102,1825
0.46010789943186065,2006,0.6,0.0,True,91,1401
0.46010789943186065,2006,0.6,0.5,True,91,1401
0.5313454113613343,2006,0.6,1.0,True,102,2331
0.5313454113613343,2006,1.0,1.0,True,102,2331
0.5313454113613343,2006,1.0,0.5,True,102,2331
0.5027745113309371,2006,0.5,1.0,True,82,3271
0.5027745113309371,2006,0.5,0.5,True,82,3271
0.5027745113309371,2006,0.6,1.0,True,82,3271
0.5027745113309371,2006,0.6,1.0,True,82,3271
0.7413432389562801,2006,0.5,0.5,True,121,4003
0.7413432389562801,2006,0.6,0.5,True,121,4003
0.7413432389562801,2006,1.0,1.0,True,121,4003
0.7413432389562801,2006,1.0,1.0,True,121,4003
0.7413432389562801,2006,0.6,0.6,True,121,4003
0.2034627580757604,2006,0.6,0.6,True,53,1332
0.2034627580757604,2006,0.6,1.0,True,53,1332
0.2034627580757604,2006,1.0,1.0,True,53,1332
0.2034627580757604,2006,0.5,1.0,True,53,1332
0.19923617015602904,2006,1.0,1.0,True,52,397
0.19923617015602904,2006,1.0,1.0,True,52,397
0.19923617015602904,2006,1.0,1.0,True,52,397
0.5139408278982012,2006,1.0,0.5,True,91,1857
0.20068334344283115,2006,0.5,1.0,True,51,547
0.20068334344283115,2006,0.5,1.0,True,51,547
0.20068334344283115,2006,1.0,1.0,True,51,547
0.20068334344283115,2006,0.5,0.6,True,51,547
0.20068334344283115,2006,1.0,1.0,True,51,547
0.20068334344283115,2006,0.5,1.0,True,51,547
0.40948151490215545,2006,1.0,1.0,True,81,832
0.5462813736312644,2006,0.6,0.6,True,103,462
0.5462813736312644,2006,1.0,1.0,False,103,462
0.6892311716796523,2006,0.6,0.6,True,101,5001
0.6378485916098287,2006,0.5,1.0,True,111,1581
0.6378485916098287,2006,1.0,1.0,True,111,1581
0.37725181314801015,2006,0.5,0.5,True,72,567
0.5224607127094338,2006,0.6,0.5,True,91,2095
0.5224607127094338,2006,0.6,0.6,True,91,2095
0.48029267210458093,2006,0.5,0.5,True,102,1115
0.48029267210458093,2006,0.5,0.6,True,102,1115
0.48029267210458093,2006,0.5,0.5,True,102,1115
0.48029267210458093,2006,0.5,0.5,True,102,1115
0.48029267210458093,2006,0.5,0.6,True,102,1115
0.4291197599875124,2006,1.0,1.0,True,92,1382
0.4291197599875124,2006,1.0,1.0,True,92,1382
0.4291197599875124,2006,1.0,1.0,True,92,1382
0.45036508284730437,2006,1.0,1.0,True,91,1127
0.45036508284730437,2006,1.0,1.0,True,91,1127
0.4714618918004422,2006,1.0,0.5,True,91,671
0.4714618918004422,2006,0.5,0.5,True,91,671
0.4714618918004422,2006,1.0,1.0,True,91,671
0.5297430575015298,2006,0.6,0.6,False,93,867
0.537285335268196,2006,1.0,1.0,True,102,401
0.18559024558959591,2006,0.6,0.6,True,52,1776
0.18559024558959591,2006,0.5,0.5,True,52,1776
0.18559024558959591,2006,0.5,0.5,True,52,1776
0.18559024558959591,2006,0.6,1.0,True,52,1776
0.18559024558959591,2006,0.5,0.5,True,52,1776
0.4870706305444169,2006,1.0,0.5,True,93,1772
0.4870706305444169,2006,0.5,0.5,True,93,1772
0.4870706305444169,2006,0.5,0.5,True,93,1772
0.20074274428566954,2006,0.0,0.5,True,62,537
0.20074274428566954,2006,1.0,0.5,True,62,537
0.20074274428566954,2006,0.5,1.0,True,62,537
0.20074274428566954,2006,1.0,0.5,True,62,537
0.20074274428566954,2006,1.0,0.5,True,62,537
0.20074274428566954,2006,0.5,0.5,True,62,537
0.20074274428566954,2006,0.5,0.5,True,62,537
0.3870104073274842,2006,0.5,0.5,True,71,1047
0.47739672831620455,2006,0.5,0.5,True,91,837
0.47739672831620455,2006,1.0,0.5,True,91,837
0.21711717894214677,2006,1.0,1.0,True,53,1067
0.5729449413138339,2006,0.6,0.6,True,92,3221
0.4976019705178867,2006,1.0,1.0,True,101,532
0.4976019705178867,2006,1.0,1.0,True,101,532
0.48323848655044643,2006,1.0,1.0,True,93,1665
0.48323848655044643,2006,0.0,0.5,True,93,1665
0.48323848655044643,2006,0.5,1.0,True,93,1665
0.19693783054295028,2006,1.0,0.6,True,51,383
0.19693783054295028,2006,1.0,1.0,True,51,383
0.19693783054295028,2006,0.6,0.6,True,51,383
0.19693783054295028,2006,0.6,1.0,False,51,383
0.28002371798065506,2006,1.0,1.0,True,72,831
0.28002371798065506,2006,1.0,0.6,True,72,831
0.28002371798065506,2006,0.5,1.0,True,72,831
0.28002371798065506,2006,0.5,0.5,True,72,831
0.28002371798065506,2006,0.5,0.5,True,72,831
0.28002371798065506,2006,0.5,0.5,True,72,831
0.15206701861064545,2006,1.0,0.6,True,51,297
0.15206701861064545,2006,0.6,0.5,True,51,297
0.15206701861064545,2006,0.6,0.5,True,51,297
0.15206701861064545,2006,1.0,0.5,True,51,297
0.15206701861064545,2006,0.6,0.5,True,51,297
0.4992379640874987,2006,0.6,0.6,True,92,1255
0.4992379640874987,2006,0.6,0.6,True,92,1255
0.4992379640874987,2006,0.6,0.6,True,92,1255
0.6080965627622206,2006,0.6,0.5,True,113,1362
0.6080965627622206,2006,0.6,0.5,True,113,1362
0.4771010381065301,2006,1.0,1.0,True,92,637
0.44614104841984553,2006,0.6,1.0,True,82,637
0.44614104841984553,2006,0.6,0.6,True,82,637
0.44614104841984553,2006,0.6,1.0,True,82,637
0.44614104841984553,2006,1.0,0.6,True,82,637
0.44614104841984553,2006,0.6,1.0,True,82,637
0.21585272924467575,2006,0.6,1.0,True,62,128
0.21585272924467575,2006,0.6,1.0,True,62,128
0.21585272924467575,2006,0.6,1.0,True,62,128
0.21585272924467575,2006,1.0,1.0,True,62,128
0.21585272924467575,2006,0.5,1.0,True,62,128
0.21585272924467575,2006,0.6,1.0,True,62,128
0.3944061731439651,2006,0.5,0.6,True,92,382
0.3944061731439651,2006,1.0,1.0,True,92,382
0.3944061731439651,2006,0.5,0.5,True,92,382
0.3944061731439651,2006,0.5,0.5,True,92,382
0.5676221536146422,2006,0.6,0.5,True,102,1257
0.5676221536146422,2006,0.6,0.5,True,102,1257
0.5676221536146422,2006,1.0,1.0,True,102,1257
0.5676221536146422,2006,1.0,1.0,False,102,1257
