500014037.43076690111                                2948.94102838613                 2417.8826127466
500033080.66270695768                                1573.80827829814                1117.80230145265
5000613298.6219484397                                9889.59443179315                8018.19935285674
50007  3317.236316273                                2409.20267649558                1982.37524021475
5000925670.2428477357                                16521.6660364234                12883.2096427786
500101814.23721989207                                1304.93333475325                936.228545088482
500111175.12143737317                                800.363003658685                639.555830373523
500123425.87745588323                                2490.62206203736                2048.07141049105
500145486.45400957011                                3667.02888435372                2844.52599770705
500161707.08107729013                                1159.92135975168                917.852067273305
50017 18991.774187753                                13122.7700607144                9659.68763345656
50019 5708.1780432053                                4018.78328113328                3166.70198404678
500203068.26137936941                                 2351.6857575906                1993.07422261174
500217933.36177051995                                5483.90019792641                4116.28445951971
50023 11951.618324401                                6007.30018039016                4194.89515008366
500254460.76670335339                                3266.20345721701                2673.87725589034
5002711676.2146732501                                7503.41246249541                5825.73671708359
500296897.20153205105                                4768.14707532406                 3596.8741013308
500322435.84986899463                                 1674.0135439036                1320.23581649785
500336945.78975684983                                4905.58751900426                 3865.0451929635
500392101.26999064199                                1468.15179410152                1128.23367964248
500407312.17368832265                                5403.14536963281                4398.14597659474
50045  3050.925095245                                1100.70921306644                515.454922745945
500462011.58186395078                                 1430.7005766525                 1192.8354992886
500478152.44831886605                                6767.12128892237                5854.19061412368
500482867.33489161998                                2072.03116226961                1710.31623284793
500556075.59856339173                                3894.17460623499                3001.23214486888
500564592.30992186343                                2938.29021570488                2253.17952570503
500572360.33568261866                                 1690.6574247814                1214.67493603423
500593929.75073722904                                4016.48095653305                2852.91538744836
500618135.31978636772                                4740.38362307968                4039.99143450185
500636887.63469771255                                4417.47981036837                3410.75847718713
500642772.07156127255                                1765.26334337597                1335.19631257964
50065  3941.145978221                                2726.17912993526                2115.05129339331
500663014.87972654796                                 1540.1909578246                1093.92278079911
500678448.31221955496                                6223.25741666614                5338.13493855658
50070        880.5852                                775.073613217963                 663.81921722103
500723505.77633496588                                2933.74961696094                2368.62602939288
500739540.20885189689                                6291.53565860296                4919.17668922743
500777237.94842725091                                4931.44162257425                3940.80642943218
50079        880.5852                                942.799826396846                675.846514642237
50083        39574.78                                22320.8684450473                 14356.961484324
5008420145.8457736103                                12961.5464599627                10097.1438799189
500874285.81934667648                                2964.27072097569                2287.83047476026
5008926805.0987218364                                17253.0078570124                13455.5405332247
50092 3627.5563343989                                2527.92461485384                1992.67621760434
500931880.39740926319                                1332.38645981226                1113.50720520331
500966044.98149553202                                4047.38682563634                3136.11639047904
500984130.48459300393                                2714.77064358948                2252.38912583428
500993546.03388399366                                 2453.2457507901                  1916.987995104
501023651.98710974019                                2526.43554264115                1970.10063240959
501035512.18928926896                                4358.80818603999                3772.97787063798
501053709.76111366429                                2375.95946819448                1719.94569639085
501081793.96084927844                                1242.95828842049                1038.70213858503
501104025.82616928352                                3275.58697259731                2231.29094259977
501132019.12318558704                                1278.30413807849                1090.99229742209
501142966.64266600603                                1943.73467204434                 1618.9566730205
